,event:id,org:resource,item:type,item:id,event:org:resource,concept:name,event:cum,time:timestamp,case:area,case:sub_company,case:doc_type,case:sub_area,case:doc_id,case:item:cat,case:vendor:name,case:inv_verif,case:concept:name,case:goods_receipt
21,1078410453450760,vendorID_1864,Limit,10,user_603,Change Approval for Purchase Order,1887.0,2018-08-30 09:37:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00010,False
22,1076941574635520,vendorID_1691,Limit,40,NONE,Vendor creates invoice,719.0,2017-02-11 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
23,1076941574635527,vendorID_1691,Limit,40,user_359,Record Invoice Receipt,719.0,2018-01-11 13:51:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
24,1076941574635528,vendorID_1691,Limit,40,user_390,Clear Invoice,719.0,2018-08-11 12:11:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
25,1076941574635521,vendorID_1691,Limit,40,user_603,Change Approval for Purchase Order,719.0,2018-09-02 12:06:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
26,1076941574635522,vendorID_1691,Limit,40,user_602,Change Approval for Purchase Order,719.0,2018-09-10 14:55:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
27,1076941574635523,vendorID_1691,Limit,40,user_603,Change Approval for Purchase Order,719.0,2018-09-10 15:51:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
28,1076941574635524,vendorID_1691,Limit,40,user_602,Change Approval for Purchase Order,719.0,2018-10-31 09:09:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
29,1076941574635525,vendorID_1691,Limit,40,user_602,Create Purchase Order Item,719.0,2018-10-31 09:09:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
30,1076941574635526,vendorID_1691,Limit,40,user_603,Change Approval for Purchase Order,719.0,2018-10-31 12:10:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00040,False
31,1078419043385344,vendorID_1864,Limit,30,NONE,Vendor creates invoice,1887.0,2017-08-09 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
32,1078419043385345,vendorID_1864,Limit,30,user_602,Create Purchase Order Item,1887.0,2018-07-18 09:04:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
33,1078419043385346,vendorID_1864,Limit,30,user_603,Change Approval for Purchase Order,1887.0,2018-07-18 16:13:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
34,1078419043385347,vendorID_1864,Limit,30,user_359,Record Invoice Receipt,1887.0,2018-07-19 13:39:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
35,1078419043385348,vendorID_1864,Limit,30,user_604,Clear Invoice,1887.0,2018-07-24 10:17:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
36,1078419043385349,vendorID_1864,Limit,30,user_602,Change Approval for Purchase Order,1887.0,2018-07-25 10:20:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
37,1078419043385350,vendorID_1864,Limit,30,user_603,Change Approval for Purchase Order,1887.0,2018-07-25 12:29:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
38,1078419043385351,vendorID_1864,Limit,30,user_602,Change Approval for Purchase Order,1887.0,2018-08-30 08:50:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
39,1078419043385352,vendorID_1864,Limit,30,user_603,Change Approval for Purchase Order,1887.0,2018-08-30 09:37:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,2-way match,vendor_1788,False,4508076155_00030,False
40,1076932984700928,vendorID_1691,Limit,20,NONE,Vendor creates invoice,694.0,2017-08-18 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
41,1076932984700929,vendorID_1691,Limit,20,user_603,Change Approval for Purchase Order,694.0,2018-09-02 12:06:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
42,1076932984700930,vendorID_1691,Limit,20,user_602,Change Approval for Purchase Order,694.0,2018-09-10 14:55:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
43,1076932984700931,vendorID_1691,Limit,20,user_602,Create Purchase Order Item,694.0,2018-09-10 14:55:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
44,1076932984700932,vendorID_1691,Limit,20,user_603,Change Approval for Purchase Order,694.0,2018-09-10 15:51:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
45,1076932984700933,vendorID_1691,Limit,20,user_359,Record Invoice Receipt,694.0,2018-10-30 15:44:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
46,1076932984700934,vendorID_1691,Limit,20,user_602,Change Approval for Purchase Order,694.0,2018-10-31 09:09:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
47,1076932984700935,vendorID_1691,Limit,20,user_603,Change Approval for Purchase Order,694.0,2018-10-31 12:10:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
48,1076932984700936,vendorID_1691,Limit,20,user_005,Clear Invoice,694.0,2018-10-31 15:37:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00020,False
49,1077018884046848,vendorID_1697,Limit,20,NONE,Vendor creates invoice,1314.0,2017-09-25 23:59:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4507075975,2-way match,vendor_1621,False,4507075975_00020,False
50,1077018884046849,vendorID_1697,Limit,20,user_603,Change Approval for Purchase Order,1314.0,2018-02-28 12:46:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4507075975,2-way match,vendor_1621,False,4507075975_00020,False
51,1077018884046851,vendorID_1697,Limit,20,user_602,Create Purchase Order Item,1314.0,2018-04-24 08:28:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4507075975,2-way match,vendor_1621,False,4507075975_00020,False
52,1077018884046850,vendorID_1697,Limit,20,user_602,Change Approval for Purchase Order,1314.0,2018-04-24 08:28:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4507075975,2-way match,vendor_1621,False,4507075975_00020,False
53,1077018884046852,vendorID_1697,Limit,20,user_603,Change Approval for Purchase Order,1314.0,2018-04-24 09:23:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4507075975,2-way match,vendor_1621,False,4507075975_00020,False
54,1077018884046853,vendorID_1697,Limit,20,user_359,Record Invoice Receipt,1314.0,2018-04-24 11:11:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4507075975,2-way match,vendor_1621,False,4507075975_00020,False
55,1077018884046854,vendorID_1697,Limit,20,user_604,Clear Invoice,1314.0,2018-04-26 17:21:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4507075975,2-way match,vendor_1621,False,4507075975_00020,False
56,1076817020583936,vendorID_1687,Limit,250,NONE,Vendor creates invoice,1901.0,2017-11-13 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00250,False
57,1076817020583937,vendorID_1687,Limit,250,user_603,Change Approval for Purchase Order,1901.0,2018-04-01 12:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00250,False
58,1076817020583938,vendorID_1687,Limit,250,user_602,Create Purchase Order Item,1901.0,2018-05-01 08:57:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00250,False
59,1076817020583939,vendorID_1687,Limit,250,user_605,Record Invoice Receipt,1901.0,2018-05-01 13:34:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00250,False
60,1076817020583940,vendorID_1687,Limit,250,user_604,Clear Invoice,1901.0,2018-10-01 12:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00250,False
61,1076825610518528,vendorID_1688,Limit,10,NONE,Vendor creates invoice,29229.0,2017-11-23 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
62,1076825610518533,vendorID_1688,Limit,10,user_602,Change Approval for Purchase Order,29229.0,2018-02-26 14:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
63,1076825610518534,vendorID_1688,Limit,10,user_603,Change Approval for Purchase Order,29229.0,2018-02-26 15:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
64,1076825610518529,vendorID_1688,Limit,10,user_602,Create Purchase Order Item,29229.0,2018-04-01 15:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
65,1076825610518530,vendorID_1688,Limit,10,user_603,Change Approval for Purchase Order,29229.0,2018-04-01 15:49:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
66,1076825610518531,vendorID_1688,Limit,10,user_605,Record Invoice Receipt,29229.0,2018-04-01 17:07:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
67,1076825610518532,vendorID_1688,Limit,10,user_605,Clear Invoice,29229.0,2018-05-01 14:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
68,1076825610518535,vendorID_1688,Limit,10,user_602,Change Approval for Purchase Order,29229.0,2018-05-31 09:21:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
69,1076825610518536,vendorID_1688,Limit,10,user_603,Change Approval for Purchase Order,29229.0,2018-05-31 11:17:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
70,1076825610518537,vendorID_1688,Limit,10,user_602,Change Approval for Purchase Order,29229.0,2018-09-19 12:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
71,1076825610518538,vendorID_1688,Limit,10,user_603,Change Approval for Purchase Order,29229.0,2018-09-19 14:40:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00010,False
72,1076829905485824,vendorID_1688,Limit,20,NONE,Vendor creates invoice,4261.0,2017-11-23 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
73,1076829905485829,vendorID_1688,Limit,20,user_602,Change Approval for Purchase Order,4261.0,2018-02-26 14:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
74,1076829905485830,vendorID_1688,Limit,20,user_603,Change Approval for Purchase Order,4261.0,2018-02-26 15:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
75,1076829905485825,vendorID_1688,Limit,20,user_602,Create Purchase Order Item,4261.0,2018-04-01 15:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
76,1076829905485826,vendorID_1688,Limit,20,user_603,Change Approval for Purchase Order,4261.0,2018-04-01 15:49:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
77,1076829905485827,vendorID_1688,Limit,20,user_605,Record Invoice Receipt,4261.0,2018-04-01 17:07:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
78,1076829905485828,vendorID_1688,Limit,20,user_605,Clear Invoice,4261.0,2018-05-01 14:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
79,1076829905485831,vendorID_1688,Limit,20,user_602,Change Approval for Purchase Order,4261.0,2018-05-31 09:21:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
80,1076829905485832,vendorID_1688,Limit,20,user_603,Change Approval for Purchase Order,4261.0,2018-05-31 11:17:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
81,1076829905485833,vendorID_1688,Limit,20,user_602,Change Approval for Purchase Order,4261.0,2018-09-19 12:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
82,1076829905485834,vendorID_1688,Limit,20,user_603,Change Approval for Purchase Order,4261.0,2018-09-19 14:40:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,2-way match,vendor_1612,False,4507075966_00020,False
83,1076705351434240,vendorID_1686,Limit,10,NONE,Vendor creates invoice,198.0,2017-12-16 23:59:00+00:00,Others,companyID_0003,Framework order,Utilities,4507075964,2-way match,vendor_1610,False,4507075964_00010,False
84,1076705351434241,vendorID_1686,Limit,10,user_602,Create Purchase Order Item,198.0,2018-03-01 13:47:00+00:00,Others,companyID_0003,Framework order,Utilities,4507075964,2-way match,vendor_1610,False,4507075964_00010,False
85,1076705351434242,vendorID_1686,Limit,10,user_603,Change Approval for Purchase Order,198.0,2018-03-01 14:56:00+00:00,Others,companyID_0003,Framework order,Utilities,4507075964,2-way match,vendor_1610,False,4507075964_00010,False
86,1076705351434243,vendorID_1686,Limit,10,user_359,Record Invoice Receipt,198.0,2018-04-01 10:04:00+00:00,Others,companyID_0003,Framework order,Utilities,4507075964,2-way match,vendor_1610,False,4507075964_00010,False
87,1076705351434245,vendorID_1686,Limit,10,user_602,Change Approval for Purchase Order,198.0,2018-06-04 10:38:00+00:00,Others,companyID_0003,Framework order,Utilities,4507075964,2-way match,vendor_1610,False,4507075964_00010,False
88,1076705351434246,vendorID_1686,Limit,10,user_603,Change Approval for Purchase Order,198.0,2018-06-04 15:58:00+00:00,Others,companyID_0003,Framework order,Utilities,4507075964,2-way match,vendor_1610,False,4507075964_00010,False
89,1076705351434244,vendorID_1686,Limit,10,user_604,Clear Invoice,198.0,2018-10-01 12:35:00+00:00,Others,companyID_0003,Framework order,Utilities,4507075964,2-way match,vendor_1610,False,4507075964_00010,False
90,1076928689733632,vendorID_1691,Limit,10,NONE,Vendor creates invoice,694.0,2017-12-20 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
91,1076928689733636,vendorID_1691,Limit,10,user_604,Clear Invoice,694.0,2018-02-14 18:10:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
92,1076928689733633,vendorID_1691,Limit,10,user_602,Create Purchase Order Item,694.0,2018-09-02 09:14:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
93,1076928689733634,vendorID_1691,Limit,10,user_603,Change Approval for Purchase Order,694.0,2018-09-02 12:06:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
94,1076928689733635,vendorID_1691,Limit,10,user_359,Record Invoice Receipt,694.0,2018-09-02 16:25:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
95,1076928689733637,vendorID_1691,Limit,10,user_602,Change Approval for Purchase Order,694.0,2018-09-10 14:55:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
96,1076928689733638,vendorID_1691,Limit,10,user_603,Change Approval for Purchase Order,694.0,2018-09-10 15:51:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
97,1076928689733639,vendorID_1691,Limit,10,user_602,Change Approval for Purchase Order,694.0,2018-10-31 09:09:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
98,1076928689733640,vendorID_1691,Limit,10,user_603,Change Approval for Purchase Order,694.0,2018-10-31 12:10:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4507075969,2-way match,vendor_1615,False,4507075969_00010,False
99,1076713941368832,vendorID_1687,Limit,10,NONE,Vendor creates debit memo,15349.0,2017-12-21 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
100,1076713941368833,vendorID_1687,Limit,10,NONE,Vendor creates invoice,15349.0,2017-12-21 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
101,1076713941368840,vendorID_1687,Limit,10,user_205,Clear Invoice,15349.0,2018-02-21 13:54:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
102,1076713941368834,vendorID_1687,Limit,10,user_602,Create Purchase Order Item,15349.0,2018-04-01 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
103,1076713941368835,vendorID_1687,Limit,10,user_603,Change Approval for Purchase Order,15349.0,2018-04-01 12:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
104,1076713941368836,vendorID_1687,Limit,10,user_605,Record Invoice Receipt,15349.0,2018-05-01 16:31:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
105,1076713941368837,vendorID_1687,Limit,10,user_605,Cancel Invoice Receipt,15349.0,2018-10-01 12:41:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
106,1076713941368838,vendorID_1687,Limit,10,user_605,Clear Invoice,15349.0,2018-10-01 12:42:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
107,1076713941368839,vendorID_1687,Limit,10,user_605,Record Invoice Receipt,15349.0,2018-10-01 13:27:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00010,False
108,1076718236336129,vendorID_1687,Limit,20,NONE,Vendor creates debit memo,265.0,2017-12-21 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
109,1076718236336128,vendorID_1687,Limit,20,NONE,Vendor creates invoice,265.0,2017-12-21 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
110,1076718236336136,vendorID_1687,Limit,20,user_604,Clear Invoice,265.0,2018-01-18 11:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
111,1076718236336130,vendorID_1687,Limit,20,user_602,Create Purchase Order Item,265.0,2018-04-01 12:07:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
112,1076718236336131,vendorID_1687,Limit,20,user_603,Change Approval for Purchase Order,265.0,2018-04-01 12:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
113,1076718236336132,vendorID_1687,Limit,20,user_605,Record Invoice Receipt,265.0,2018-05-01 16:31:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
114,1076718236336133,vendorID_1687,Limit,20,user_605,Cancel Invoice Receipt,265.0,2018-10-01 12:41:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
115,1076718236336134,vendorID_1687,Limit,20,user_605,Clear Invoice,265.0,2018-10-01 12:42:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
116,1076718236336135,vendorID_1687,Limit,20,user_605,Record Invoice Receipt,265.0,2018-10-01 13:30:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,2-way match,vendor_1611,False,4507075965_00020,False
117,1076890035027968,vendorID_1690,Limit,10,NONE,Vendor creates invoice,1290.0,2017-12-22 23:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075968,2-way match,vendor_1614,False,4507075968_00010,False
118,1076890035027969,vendorID_1690,Limit,10,user_602,Create Purchase Order Item,1290.0,2018-01-22 08:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075968,2-way match,vendor_1614,False,4507075968_00010,False
119,1076890035027970,vendorID_1690,Limit,10,user_603,Change Approval for Purchase Order,1290.0,2018-01-22 11:39:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075968,2-way match,vendor_1614,False,4507075968_00010,False
120,1076890035027971,vendorID_1690,Limit,10,user_359,Record Invoice Receipt,1290.0,2018-01-29 16:21:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075968,2-way match,vendor_1614,False,4507075968_00010,False
121,1076890035027972,vendorID_1690,Limit,10,user_604,Clear Invoice,1290.0,2018-01-31 14:55:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075968,2-way match,vendor_1614,False,4507075968_00010,False
